,ht,at,n,Date,Year,PTS,OPP,OT
0,UMass,Rensselaer,False,20091008,2010,5,2,0
1,Ohio State,Quinnipiac,False,20091008,2010,2,4,0
2,Minnesota State,Bowling Green,False,20091009,2010,3,2,0
3,St. Lawrence,UMass Lowell,False,20091009,2010,0,3,0
4,Michigan State,Clarkson,False,20091009,2010,6,1,0
5,Niagara,Colgate,False,20091009,2010,4,4,1
6,Union,Maine,False,20091009,2010,4,1,0
7,Ohio State,Quinnipiac,False,20091009,2010,1,3,0
8,Canisius,Ferris State,False,20091009,2010,1,5,0
9,Michigan Tech,Northern Michigan,False,20091009,2010,5,3,0
10,Notre Dame,Alabama-Huntsville,False,20091009,2010,2,3,0
11,Miami (OH),St. Cloud State,False,20091009,2010,3,2,1
12,Minnesota Duluth,Lake Superior State,False,20091009,2010,4,3,0
13,Bemidji State,Air Force,False,20091009,2010,3,1,0
14,Omaha,Army,False,20091009,2010,6,4,0
15,North Dakota,Merrimack,False,20091009,2010,5,2,0
16,Alaska,Michigan,False,20091009,2010,2,0,0
17,Colorado College,Northeastern,False,20091009,2010,4,2,0
18,Denver,Vermont,False,20091009,2010,5,4,0
19,Alaska Anchorage,Mercyhurst,False,20091009,2010,5,3,0
20,Alaska,Mercyhurst,False,20091010,2010,5,1,0
21,Army,St. Lawrence,False,20091010,2010,2,5,0
22,Michigan State,Clarkson,False,20091010,2010,4,3,0
23,Rochester,Colgate,False,20091010,2010,2,3,0
24,Providence,Holy Cross,False,20091010,2010,2,1,0
25,Rensselaer,New Hampshire,False,20091010,2010,3,1,0
26,Union,Maine,False,20091010,2010,6,3,0
27,Notre Dame,Alabama-Huntsville,False,20091010,2010,3,1,0
28,Miami (OH),St. Cloud State,False,20091010,2010,2,0,0
29,Canisius,Ferris State,False,20091010,2010,1,0,0
30,Omaha,UMass Lowell,False,20091010,2010,4,3,0
31,Bemidji State,Air Force,False,20091010,2010,7,3,0
32,North Dakota,Merrimack,False,20091010,2010,3,2,0
33,Minnesota State,Bowling Green,False,20091010,2010,4,1,0
34,Colorado College,Northeastern,False,20091010,2010,3,4,0
35,Denver,Vermont,False,20091010,2010,4,6,0
36,Alaska Anchorage,Michigan,False,20091010,2010,1,6,0
37,Michigan Tech,Lake Superior State,False,20091011,2010,1,3,0
38,Minnesota Duluth,Northern Michigan,False,20091011,2010,1,3,0
39,Ohio State,Denver,False,20091015,2010,0,2,0
40,Notre Dame,Providence,False,20091015,2010,2,3,0
41,Northeastern,Bentley,False,20091016,2010,3,2,0
42,UMass,Boston University,False,20091016,2010,3,2,0
43,New Hampshire,Miami (OH),False,20091016,2010,3,6,0
44,Maine,Michigan State,False,20091016,2010,3,5,0
45,Clarkson,Niagara,False,20091016,2010,4,3,1
46,Colgate,Omaha,False,20091016,2010,1,1,1
47,Merrimack,Holy Cross,False,20091016,2010,3,1,0
48,St. Lawrence,Rochester,False,20091016,2010,3,1,0
49,Ohio State,Denver,False,20091016,2010,4,0,0
50,Lake Superior State,Canisius,False,20091016,2010,5,4,0
51,Ferris State,UConn,False,20091016,2010,2,1,0
52,Notre Dame,Providence,False,20091016,2010,2,0,0
53,Western Michigan,Mercyhurst,False,20091016,2010,5,1,0
54,Wisconsin,Colorado College,False,20091016,2010,2,3,0
55,Alaska Anchorage,Rensselaer,False,20091016,2010,3,0,0
56,Minnesota Duluth,Minnesota State,False,20091016,2010,5,2,0
57,St. Cloud State,Union,False,20091016,2010,3,3,1
58,North Dakota,Minnesota,False,20091016,2010,4,0,0
59,Air Force,Alabama-Huntsville,False,20091016,2010,2,4,0
60,Alaska,Robert Morris,False,20091016,2010,4,2,0
61,Quinnipiac,Bentley,False,20091017,2010,3,2,1
62,Ferris State,UConn,False,20091017,2010,6,1,0
63,St. Cloud State,Union,False,20091017,2010,3,1,0
64,New Hampshire,Miami (OH),False,20091017,2010,5,5,1
65,Maine,Michigan State,False,20091017,2010,5,3,0
66,Colgate,Omaha,False,20091017,2010,1,4,0
67,Merrimack,Army,False,20091017,2010,6,3,0
68,St. Lawrence,Niagara,False,20091017,2010,4,3,0
69,Lake Superior State,Canisius,False,20091017,2010,3,0,0
70,Clarkson,Rochester,False,20091017,2010,5,3,0
71,Western Michigan,Mercyhurst,False,20091017,2010,4,3,0
72,North Dakota,Minnesota,False,20091017,2010,3,3,1
73,Wisconsin,Colorado College,False,20091017,2010,1,1,1
74,Alaska Anchorage,Robert Morris,False,20091017,2010,3,5,0
75,Minnesota Duluth,Minnesota State,False,20091017,2010,3,2,0
76,Air Force,Alabama-Huntsville,False,20091017,2010,2,4,0
77,Alaska,Rensselaer,False,20091017,2010,1,1,1
78,Vermont,Boston College,False,20091018,2010,4,1,0
79,Boston University,Notre Dame,False,20091020,2010,0,3,0
80,Michigan,Niagara,False,20091022,2010,3,2,0
81,UMass,Maine,False,20091023,2010,5,3,0
82,New Hampshire,Northeastern,False,20091023,2010,4,2,0
83,Bowling Green,Providence,False,20091023,2010,2,8,0
84,UMass Lowell,Colgate,False,20091023,2010,5,3,0
85,Rensselaer,Sacred Heart,False,20091023,2010,4,3,1
86,Merrimack,Vermont,False,20091023,2010,5,2,0
87,Union,American International,False,20091023,2010,4,2,0
88,Miami (OH),Michigan State,False,20091023,2010,2,1,0
89,Lake Superior State,Ohio State,False,20091023,2010,3,2,0
90,Bentley,UConn,False,20091023,2010,4,3,0
91,Ferris State,Robert Morris,False,20091023,2010,5,4,1
92,Northern Michigan,Bemidji State,False,20091023,2010,3,3,1
93,Notre Dame,Boston College,False,20091023,2010,2,3,0
94,Minnesota,Denver,False,20091023,2010,0,3,0
95,Alabama-Huntsville,Western Michigan,False,20091023,2010,1,2,0
96,St. Cloud State,Minnesota Duluth,False,20091023,2010,3,3,1
97,Minnesota State,Wisconsin,False,20091023,2010,0,6,0
98,Air Force,Rochester,False,20091023,2010,5,4,0
99,Colorado College,Michigan Tech,False,20091023,2010,4,1,0
100,Alaska Anchorage,North Dakota,False,20091023,2010,0,5,0
101,Canisius,Holy Cross,False,20091024,2010,2,3,0
102,UMass Lowell,Northeastern,False,20091024,2010,3,1,0
103,Ferris State,Robert Morris,False,20091024,2010,4,1,0
104,Boston University,Michigan,False,20091024,2010,3,2,0
105,New Hampshire,Maine,False,20091024,2010,5,2,0
106,Bowling Green,Providence,False,20091024,2010,1,3,0
107,Clarkson,St. Lawrence,False,20091024,2010,4,1,0
108,Rensselaer,American International,False,20091024,2010,3,2,0
109,Union,Sacred Heart,False,20091024,2010,5,6,1
110,Lake Superior State,Ohio State,False,20091024,2010,3,4,0
111,Army,Mercyhurst,False,20091024,2010,3,3,1
112,Northern Michigan,Bemidji State,False,20091024,2010,0,5,0
113,Minnesota,Denver,False,20091024,2010,0,3,0
114,Miami (OH),Michigan State,False,20091024,2010,2,3,1
115,Alabama-Huntsville,Western Michigan,False,20091024,2010,1,2,0
116,Minnesota State,Wisconsin,False,20091024,2010,3,2,0
117,St. Cloud State,Minnesota Duluth,False,20091024,2010,4,2,0
118,Air Force,Rochester,False,20091024,2010,3,2,1
119,Colorado College,Michigan Tech,False,20091024,2010,8,5,0
120,Alaska Anchorage,North Dakota,False,20091024,2010,2,1,0
121,Army,Mercyhurst,False,20091025,2010,1,4,0
122,Merrimack,UConn,False,20091025,2010,4,1,0
123,Canisius,Holy Cross,False,20091025,2010,2,3,0
124,Sacred Heart,American International,False,20091027,2010,5,3,0
125,Princeton,Brown,False,20091030,2010,1,0,1
126,Boston College,Merrimack,False,20091030,2010,4,3,0
127,Dartmouth,Harvard,False,20091030,2010,3,5,0
128,Cornell,Niagara,False,20091030,2010,3,2,1
129,Maine,Vermont,False,20091030,2010,4,1,0
130,UMass Lowell,Boston University,False,20091030,2010,4,5,1
131,Providence,UMass,False,20091030,2010,3,5,0
132,Robert Morris,Quinnipiac,False,20091030,2010,0,5,0
133,Union,Rensselaer,False,20091030,2010,3,4,1
134,Michigan State,Western Michigan,False,20091030,2010,2,1,0
135,Rochester,UConn,False,20091030,2010,6,2,0
136,Lake Superior State,Michigan,False,20091030,2010,1,5,0
137,American International,Holy Cross,False,20091030,2010,3,0,0
138,Bentley,Mercyhurst,False,20091030,2010,4,2,0
139,Michigan Tech,St. Cloud State,False,20091030,2010,3,1,0
140,Northern Michigan,Miami (OH),False,20091030,2010,3,4,0
141,Colgate,Army,False,20091030,2010,4,4,1
142,St. Lawrence,Sacred Heart,False,20091030,2010,6,3,0
143,Notre Dame,Ohio State,False,20091030,2010,3,1,0
144,Minnesota,Alaska Anchorage,False,20091030,2010,5,1,0
145,Wisconsin,New Hampshire,False,20091030,2010,4,1,0
146,Minnesota Duluth,Clarkson,False,20091030,2010,4,1,0
147,Omaha,Bowling Green,False,20091030,2010,3,3,1
148,Denver,Minnesota State,False,20091030,2010,4,3,0
149,Alaska,Ferris State,False,20091030,2010,3,1,0
150,Canisius,Air Force,False,20091031,2010,3,1,0
151,Holy Cross,American International,False,20091031,2010,4,4,1
152,Notre Dame,Ohio State,False,20091031,2010,2,2,1
153,Boston University,UMass Lowell,False,20091031,2010,2,3,0
154,UMass,Providence,False,20091031,2010,1,2,0
155,Princeton,Yale,False,20091031,2010,2,5,0
156,Colgate,Niagara,False,20091031,2010,4,2,0
157,Robert Morris,Quinnipiac,False,20091031,2010,8,5,0
158,St. Lawrence,Sacred Heart,False,20091031,2010,3,3,1
159,Rochester,UConn,False,20091031,2010,7,0,0
160,Lake Superior State,Michigan,False,20091031,2010,3,6,0
161,Bentley,Mercyhurst,False,20091031,2010,2,6,0
162,Rensselaer,Army,False,20091031,2010,1,2,0
163,Michigan Tech,St. Cloud State,False,20091031,2010,1,3,0
164,Northern Michigan,Miami (OH),False,20091031,2010,1,2,0
165,Western Michigan,Michigan State,False,20091031,2010,3,5,0
166,Wisconsin,New Hampshire,False,20091031,2010,6,1,0
167,Alabama-Huntsville,Bemidji State,False,20091031,2010,1,2,1
168,Minnesota Duluth,Clarkson,False,20091031,2010,4,2,0
169,Omaha,Bowling Green,False,20091031,2010,3,1,0
170,Denver,Minnesota State,False,20091031,2010,4,4,1
171,Alaska,Ferris State,False,20091031,2010,3,2,1
172,Alabama-Huntsville,Bemidji State,False,20091101,2010,1,2,1
173,Canisius,Air Force,False,20091101,2010,1,4,0
174,Merrimack,Boston College,False,20091101,2010,5,3,0
175,Minnesota,Alaska Anchorage,False,20091101,2010,4,1,0
176,Michigan State,Omaha,False,20091105,2010,3,0,0
177,Northeastern,Boston University,False,20091106,2010,1,0,0
178,UMass,Niagara,False,20091106,2010,4,1,0
179,New Hampshire,Boston College,False,20091106,2010,4,4,1
180,Princeton,St. Lawrence,False,20091106,2010,2,5,0
181,Cornell,Dartmouth,False,20091106,2010,5,1,0
182,Colgate,Harvard,False,20091106,2010,5,4,0
183,Quinnipiac,Clarkson,False,20091106,2010,4,2,0
184,Rensselaer,Yale,False,20091106,2010,5,2,0
185,UConn,American International,False,20091106,2010,3,1,0
186,Michigan State,Omaha,False,20091106,2010,3,3,1
187,Rochester,Army,False,20091106,2010,6,1,0
188,Ohio State,Northern Michigan,False,20091106,2010,0,1,0
189,Vermont,UMass Lowell,False,20091106,2010,3,3,1
190,Ferris State,Bowling Green,False,20091106,2010,5,1,0
191,Mercyhurst,Canisius,False,20091106,2010,4,6,0
192,Sacred Heart,Holy Cross,False,20091106,2010,2,4,0
193,Michigan Tech,North Dakota,False,20091106,2010,2,4,0
194,Union,Brown,False,20091106,2010,3,3,1
195,Michigan,Miami (OH),False,20091106,2010,1,3,0
196,Western Michigan,Lake Superior State,False,20091106,2010,3,3,1
197,Wisconsin,Minnesota,False,20091106,2010,4,2,0
198,Bemidji State,Robert Morris,False,20091106,2010,2,0,0
199,Air Force,Bentley,False,20091106,2010,3,3,1
200,Colorado College,Minnesota Duluth,False,20091106,2010,3,4,0
201,Alaska,Notre Dame,False,20091106,2010,2,3,0
202,Princeton,Clarkson,False,20091107,2010,4,1,0
203,Colgate,Dartmouth,False,20091107,2010,3,2,0
204,Quinnipiac,St. Lawrence,False,20091107,2010,5,2,0
205,Ferris State,Bowling Green,False,20091107,2010,3,2,0
206,Boston College,Northeastern,False,20091107,2010,5,1,0
207,Cornell,Harvard,False,20091107,2010,6,3,0
208,Rensselaer,Brown,False,20091107,2010,3,1,0
209,Union,Yale,False,20091107,2010,3,3,1
210,UConn,American International,False,20091107,2010,4,1,0
211,Holy Cross,Sacred Heart,False,20091107,2010,4,5,0
212,Rochester,Army,False,20091107,2010,2,1,0
213,Ohio State,Northern Michigan,False,20091107,2010,5,4,0
214,Canisius,Mercyhurst,False,20091107,2010,4,3,0
215,Michigan,Miami (OH),False,20091107,2010,1,5,0
216,Western Michigan,Lake Superior State,False,20091107,2010,2,1,0
217,Michigan Tech,North Dakota,False,20091107,2010,1,4,0
218,Wisconsin,Minnesota,False,20091107,2010,2,5,0
219,Bemidji State,Robert Morris,False,20091107,2010,6,1,0
220,Air Force,Bentley,False,20091107,2010,3,0,0
221,Colorado College,Minnesota Duluth,False,20091107,2010,6,2,0
222,Alaska,Notre Dame,False,20091107,2010,3,1,0
223,Alaska Anchorage,Denver,False,20091107,2010,7,3,0
224,Niagara,UMass,False,20091108,2010,2,4,0
225,Vermont,Providence,False,20091108,2010,3,0,0
226,Maine,Boston University,False,20091108,2010,3,2,0
227,UMass Lowell,New Hampshire,False,20091108,2010,6,3,0
228,Yale,Cornell,False,20091113,2010,4,2,0
229,Northeastern,Maine,False,20091113,2010,2,6,0
230,UMass,New Hampshire,False,20091113,2010,4,3,1
231,Princeton,Dartmouth,False,20091113,2010,2,1,1
232,Brown,Colgate,False,20091113,2010,3,5,0
233,Clarkson,Rensselaer,False,20091113,2010,2,5,0
234,Merrimack,Boston University,False,20091113,2010,6,3,0
235,St. Lawrence,Union,False,20091113,2010,3,4,0
236,Holy Cross,Air Force,False,20091113,2010,0,1,0
237,Bowling Green,Alaska,False,20091113,2010,3,1,0
238,Ohio State,Western Michigan,False,20091113,2010,4,2,0
239,Niagara,Robert Morris,False,20091113,2010,3,5,0
240,Army,American International,False,20091113,2010,2,1,0
241,Bentley,Sacred Heart,False,20091113,2010,6,3,0
242,Mercyhurst,Rochester,False,20091113,2010,1,2,0
243,Quinnipiac,Harvard,False,20091113,2010,5,1,0
244,Michigan,Michigan State,False,20091113,2010,2,3,0
245,Miami (OH),Ferris State,False,20091113,2010,2,2,1
246,Wisconsin,Alaska Anchorage,False,20091113,2010,5,1,0
247,Alabama-Huntsville,UMass Lowell,False,20091113,2010,1,3,0
248,Minnesota Duluth,Michigan Tech,False,20091113,2010,2,3,0
249,Omaha,Lake Superior State,False,20091113,2010,4,0,0
250,North Dakota,St. Cloud State,False,20091113,2010,4,2,0
251,Minnesota State,Colorado College,False,20091113,2010,0,1,1
252,Canisius,UConn,False,20091114,2010,4,4,1
253,Princeton,Harvard,False,20091114,2010,3,3,1
254,Notre Dame,Northern Michigan,False,20091114,2010,2,3,0
255,Yale,Colgate,False,20091114,2010,3,3,1
256,Boston College,Vermont,False,20091114,2010,7,1,0
257,Boston University,Merrimack,False,20091114,2010,6,4,0
258,Northeastern,Maine,False,20091114,2010,5,2,0
259,UMass,New Hampshire,False,20091114,2010,2,4,0
260,Brown,Cornell,False,20091114,2010,0,6,0
261,Clarkson,Union,False,20091114,2010,1,5,0
262,Quinnipiac,Dartmouth,False,20091114,2010,4,2,0
263,St. Lawrence,Rensselaer,False,20091114,2010,2,1,0
264,Holy Cross,Air Force,False,20091114,2010,2,2,1
265,Michigan State,Michigan,False,20091114,2010,2,0,0
266,Miami (OH),Ferris State,False,20091114,2010,1,1,1
267,American International,Army,False,20091114,2010,2,0,0
268,Bentley,Sacred Heart,False,20091114,2010,1,1,1
269,Mercyhurst,Rochester,False,20091114,2010,2,3,0
270,Robert Morris,Niagara,False,20091114,2010,3,3,1
271,Bowling Green,Alaska,False,20091114,2010,3,5,0
272,Wisconsin,Alaska Anchorage,False,20091114,2010,6,2,0
273,Ohio State,Western Michigan,False,20091114,2010,4,2,0
274,Alabama-Huntsville,UMass Lowell,False,20091114,2010,0,4,0
275,Omaha,Lake Superior State,False,20091114,2010,1,3,0
276,Minnesota Duluth,Michigan Tech,False,20091114,2010,8,1,0
277,Canisius,UConn,False,20091115,2010,1,0,0
278,Boston College,Vermont,False,20091115,2010,2,3,0
279,Notre Dame,Northern Michigan,False,20091115,2010,2,2,1
280,Minnesota,Bemidji State,False,20091115,2010,2,6,0
281,Providence,Brown,False,20091117,2010,4,3,0
282,Niagara,Rensselaer,False,20091118,2010,4,1,0
283,Yale,UMass,False,20091119,2010,3,4,1
284,Michigan State,Notre Dame,False,20091119,2010,1,1,1
285,Harvard,St. Lawrence,False,20091120,2010,2,3,0
286,Northeastern,Providence,False,20091120,2010,4,1,0
287,Dartmouth,Clarkson,False,20091120,2010,2,3,0
288,New Hampshire,Boston University,False,20091120,2010,4,2,0
289,Cornell,Princeton,False,20091120,2010,5,2,0
290,Maine,Boston College,False,20091120,2010,3,4,0
291,Colgate,Quinnipiac,False,20091120,2010,3,5,0
292,UConn,Air Force,False,20091120,2010,2,2,1
293,Rochester,Sacred Heart,False,20091120,2010,3,2,0
294,Lake Superior State,Alaska,False,20091120,2010,4,3,0
295,American International,Canisius,False,20091120,2010,0,7,0
296,Bentley,Army,False,20091120,2010,1,5,0
297,Ferris State,Ohio State,False,20091120,2010,8,1,0
298,Mercyhurst,Holy Cross,False,20091120,2010,5,1,0
299,Northern Michigan,Omaha,False,20091120,2010,5,1,0
300,Michigan,Bowling Green,False,20091120,2010,2,4,0
301,Western Michigan,Miami (OH),False,20091120,2010,0,3,0
302,Minnesota,Minnesota Duluth,False,20091120,2010,3,4,1
303,St. Cloud State,Wisconsin,False,20091120,2010,4,1,0
304,Bemidji State,Alabama-Huntsville,False,20091120,2010,6,1,0
305,Colorado College,Robert Morris,False,20091120,2010,4,3,0
306,Denver,North Dakota,False,20091120,2010,1,0,0
307,Alaska Anchorage,Minnesota State,False,20091120,2010,2,8,0
308,Rochester,Sacred Heart,False,20091121,2010,5,3,0
309,American International,Canisius,False,20091121,2010,0,4,0
310,Mercyhurst,Holy Cross,False,20091121,2010,4,1,0
311,Ferris State,Ohio State,False,20091121,2010,6,5,1
312,Boston University,New Hampshire,False,20091121,2010,3,3,1
313,Harvard,Clarkson,False,20091121,2010,2,2,1
314,Dartmouth,St. Lawrence,False,20091121,2010,3,2,0
315,Cornell,Quinnipiac,False,20091121,2010,2,3,0
316,Maine,Boston College,False,20091121,2010,3,3,1
317,Colgate,Princeton,False,20091121,2010,5,4,1
318,UMass Lowell,Merrimack,False,20091121,2010,6,3,0
319,Providence,Northeastern,False,20091121,2010,3,3,1
320,UConn,Air Force,False,20091121,2010,1,3,0
321,Bowling Green,Michigan,False,20091121,2010,1,4,0
322,Lake Superior State,Alaska,False,20091121,2010,2,3,1
323,Bentley,Army,False,20091121,2010,4,3,0
324,Northern Michigan,Omaha,False,20091121,2010,6,3,0
325,Brown,Yale,False,20091121,2010,5,6,1
326,Western Michigan,Miami (OH),False,20091121,2010,1,1,1
327,Minnesota,Minnesota Duluth,False,20091121,2010,2,3,0
328,Bemidji State,Alabama-Huntsville,False,20091121,2010,6,3,0
329,St. Cloud State,Wisconsin,False,20091121,2010,1,4,0
330,Colorado College,Robert Morris,False,20091121,2010,4,1,0
331,Denver,North Dakota,False,20091121,2010,3,2,0
332,Alaska Anchorage,Minnesota State,False,20091121,2010,4,1,0
333,Notre Dame,Michigan State,False,20091122,2010,4,1,0
334,Harvard,Boston University,False,20091124,2010,5,6,1
335,Cornell,Colgate,False,20091124,2010,4,2,0
336,Brown,Bentley,False,20091124,2010,2,3,0
337,Providence,UMass Lowell,False,20091124,2010,6,3,0
338,Yale,Sacred Heart,False,20091124,2010,8,2,0
339,Holy Cross,UConn,False,20091124,2010,5,0,0
340,Vermont,UMass,False,20091124,2010,2,6,0
341,Quinnipiac,Princeton,False,20091125,2010,5,1,0
342,Robert Morris,Niagara,False,20091125,2010,0,5,0
343,Bemidji State,Miami (OH),False,20091127,2010,3,2,0
344,Union,Lake Superior State,False,20091127,2010,0,0,1
345,Boston College,Clarkson,False,20091127,2010,6,5,0
346,Northeastern,Vermont,False,20091127,2010,2,3,0
347,Michigan State,Wisconsin,False,20091127,2010,3,7,0
348,Dartmouth,Providence,False,20091127,2010,4,2,0
349,UMass Lowell,Maine,False,20091127,2010,1,3,0
350,Army,Canisius,False,20091127,2010,4,1,0
351,American International,Mercyhurst,False,20091127,2010,2,8,0
352,Rensselaer,Bentley,False,20091127,2010,5,2,0
353,Michigan,Minnesota,False,20091127,2010,6,0,0
354,Notre Dame,Bowling Green,False,20091127,2010,2,1,1
355,Omaha,Western Michigan,False,20091127,2010,4,3,0
356,North Dakota,Ohio State,False,20091127,2010,4,1,0
357,Minnesota State,Michigan Tech,False,20091127,2010,5,2,0
358,Colorado College,Alaska Anchorage,False,20091127,2010,5,0,0
359,Denver,St. Cloud State,False,20091127,2010,5,3,0
360,Alaska,Northern Michigan,False,20091127,2010,3,3,1
361,Quinnipiac,UMass,False,20091128,2010,5,4,1
362,Holy Cross,Yale,False,20091128,2010,3,7,0
363,Bentley,Lake Superior State,False,20091128,2010,2,2,1
364,Merrimack,New Hampshire,False,20091128,2010,4,5,0
365,Bemidji State,Ohio State,False,20091128,2010,1,2,1
366,Michigan State,Minnesota,False,20091128,2010,1,2,0
367,Brown,UConn,False,20091128,2010,8,1,0
368,Maine,St. Lawrence,False,20091128,2010,10,1,0
369,Rensselaer,Union,False,20091128,2010,4,5,1
370,Notre Dame,Bowling Green,False,20091128,2010,4,4,1
371,Army,Canisius,False,20091128,2010,7,2,0
372,American International,Mercyhurst,False,20091128,2010,0,2,0
373,Michigan,Wisconsin,False,20091128,2010,3,2,0
374,Cornell,Boston University,False,20091128,2010,3,3,1
375,Omaha,Western Michigan,False,20091128,2010,4,2,0
376,Minnesota State,Michigan Tech,False,20091128,2010,3,2,0
377,North Dakota,Miami (OH),False,20091128,2010,5,5,1
378,Colorado College,Alaska Anchorage,False,20091128,2010,2,3,1
379,Denver,St. Cloud State,False,20091128,2010,2,3,0
380,Alaska,Northern Michigan,False,20091128,2010,4,4,1
381,Harvard,Dartmouth,False,20091129,2010,2,6,0
382,Vermont,Yale,False,20091130,2010,1,0,0
383,Harvard,Brown,False,20091201,2010,1,4,0
384,Yale,Quinnipiac,False,20091204,2010,7,4,0
385,Boston University,Vermont,False,20091204,2010,3,3,1
386,UMass,Boston College,False,20091204,2010,1,3,0
387,New Hampshire,UMass Lowell,False,20091204,2010,2,1,0
388,Brown,Princeton,False,20091204,2010,3,1,0
389,Maine,Providence,False,20091204,2010,3,1,0
390,Rensselaer,Cornell,False,20091204,2010,1,2,0
391,Merrimack,Northeastern,False,20091204,2010,3,1,0
392,Union,Colgate,False,20091204,2010,3,1,0
393,Holy Cross,Rochester,False,20091204,2010,1,1,1
394,Bowling Green,Lake Superior State,False,20091204,2010,1,2,0
395,Ohio State,Michigan,False,20091204,2010,5,3,0
396,Army,Sacred Heart,False,20091204,2010,2,1,0
397,Canisius,Bentley,False,20091204,2010,4,5,0
398,Ferris State,Omaha,False,20091204,2010,2,0,0
399,Mercyhurst,UConn,False,20091204,2010,5,0,0
400,Robert Morris,Alabama-Huntsville,False,20091204,2010,2,2,1
401,Northern Michigan,Michigan State,False,20091204,2010,0,1,0
402,St. Lawrence,Clarkson,False,20091204,2010,3,3,1
403,Miami (OH),Notre Dame,False,20091204,2010,1,0,0
404,Western Michigan,Alaska,False,20091204,2010,3,1,0
405,Wisconsin,Michigan Tech,False,20091204,2010,8,2,0
406,Minnesota Duluth,North Dakota,False,20091204,2010,2,4,0
407,Minnesota,Minnesota State,False,20091204,2010,1,3,0
408,Bemidji State,Niagara,False,20091204,2010,8,2,0
409,Yale,Princeton,False,20091205,2010,4,1,0
410,Rensselaer,Colgate,False,20091205,2010,3,5,0
411,Bowling Green,Lake Superior State,False,20091205,2010,2,5,0
412,Ferris State,Omaha,False,20091205,2010,3,1,0
413,Boston University,Boston College,False,20091205,2010,1,4,0
414,Northeastern,Merrimack,False,20091205,2010,2,1,0
415,Brown,Quinnipiac,False,20091205,2010,2,1,0
416,Maine,Providence,False,20091205,2010,3,1,0
417,Clarkson,St. Lawrence,False,20091205,2010,3,4,0
418,UMass Lowell,UMass,False,20091205,2010,5,3,0
419,Union,Cornell,False,20091205,2010,2,2,1
420,Holy Cross,Rochester,False,20091205,2010,2,3,1
421,Miami (OH),Notre Dame,False,20091205,2010,4,0,0
422,Army,Sacred Heart,False,20091205,2010,4,2,0
423,Canisius,Bentley,False,20091205,2010,9,3,0
424,Mercyhurst,UConn,False,20091205,2010,3,1,0
425,Robert Morris,Alabama-Huntsville,False,20091205,2010,2,4,0
426,Northern Michigan,Michigan State,False,20091205,2010,3,2,1
427,Western Michigan,Alaska,False,20091205,2010,4,4,1
428,Bemidji State,Niagara,False,20091205,2010,3,2,0
429,Wisconsin,Michigan Tech,False,20091205,2010,6,0,0
430,Ohio State,Michigan,False,20091205,2010,1,2,0
431,Minnesota Duluth,North Dakota,False,20091205,2010,3,2,1
432,Minnesota State,Minnesota,False,20091205,2010,2,6,0
433,Air Force,American International,False,20091205,2010,6,2,0
434,Vermont,New Hampshire,False,20091206,2010,2,5,0
435,Brown,American International,False,20091208,2010,5,2,0
436,Harvard,Boston College,False,20091209,2010,2,3,0
437,Rensselaer,Union,False,20091209,2010,4,5,0
438,Holy Cross,Quinnipiac,False,20091210,2010,1,1,1
439,Boston University,Rensselaer,False,20091211,2010,3,5,0
440,Niagara,Robert Morris,False,20091211,2010,0,0,0
441,UMass Lowell,Princeton,False,20091211,2010,4,1,0
442,Providence,New Hampshire,False,20091211,2010,3,4,0
443,Bowling Green,Michigan State,False,20091211,2010,2,3,1
444,Ohio State,Miami (OH),False,20091211,2010,0,6,0
445,Lake Superior State,Northern Michigan,False,20091211,2010,5,1,0
446,Michigan Tech,Minnesota,False,20091211,2010,2,3,0
447,Michigan,Notre Dame,False,20091211,2010,4,1,0
448,Western Michigan,Ferris State,False,20091211,2010,0,3,0
449,Minnesota Duluth,Denver,False,20091211,2010,2,3,0
450,St. Cloud State,Colorado College,False,20091211,2010,4,4,1
451,North Dakota,Wisconsin,False,20091211,2010,3,3,1
452,Bemidji State,Minnesota State,False,20091211,2010,1,5,0
453,Air Force,Mercyhurst,False,20091211,2010,3,3,1
454,Alaska,Omaha,False,20091211,2010,4,3,0
455,UMass Lowell,Princeton,False,20091212,2010,2,3,0
456,Quinnipiac,American International,False,20091212,2010,5,2,0
457,Ferris State,Western Michigan,False,20091212,2010,4,3,0
458,UMass,Merrimack,False,20091212,2010,4,1,0
459,Maine,Northeastern,False,20091212,2010,5,1,0
460,Providence,Boston College,False,20091212,2010,1,3,0
461,Michigan State,Bowling Green,False,20091212,2010,4,1,0
462,Rochester,Niagara,False,20091212,2010,2,3,0
463,Miami (OH),Ohio State,False,20091212,2010,4,2,0
464,Vermont,St. Lawrence,False,20091212,2010,3,0,0
465,Lake Superior State,Northern Michigan,False,20091212,2010,6,3,0
466,Michigan Tech,Minnesota,False,20091212,2010,2,3,0
467,North Dakota,Wisconsin,False,20091212,2010,3,4,0
468,Bemidji State,Minnesota State,False,20091212,2010,2,3,0
469,Minnesota Duluth,Denver,False,20091212,2010,6,3,0
470,St. Cloud State,Colorado College,False,20091212,2010,1,4,0
471,Air Force,Mercyhurst,False,20091212,2010,1,3,0
472,Alaska,Omaha,False,20091212,2010,3,5,0
473,Dartmouth,Sacred Heart,False,20091213,2010,1,4,0
474,Notre Dame,Michigan,False,20091213,2010,2,0,0
475,Canisius,Robert Morris,False,20091215,2010,5,5,1
476,Northern Michigan,Michigan Tech,False,20091218,2010,2,1,0
